Time;Campaign;File Name;Longitude;Latitude;RSRP;RSRQ;PCI LTE;Technology;Home Operator;DL EARFCN
2022-08-20 12:10:03.310;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-80.6;-4;298;LTE;Smartfren;39194
2022-08-20 12:10:03.350;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00694000;-3.45026500;-74;-8.3;59;LTE;Telkomsel;1850
2022-08-20 12:10:03.372;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-84;-6.3;298;LTE;Smartfren;39050
2022-08-20 12:10:03.372;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-82;-5;298;LTE;Smartfren;39194
2022-08-20 12:10:03.474;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:10:03.474;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-8;298;LTE;Fren/Hepi;39050
2022-08-20 12:10:03.497;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1513-2469-B.mf;116.00694000;-3.45026500;-92.6;-11.2;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:03.575;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-94;-7;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:10:03.575;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-90;-12.2;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:03.586;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-75;-5;240;LTE;XL;376
2022-08-20 12:10:03.586;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-77;-6.3;240;LTE;XL;1325
2022-08-20 12:10:03.769;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1520-9895-A.mf;116.00694000;-3.45026500;-77;-8.8;59;LTE;Telkomsel;1850
2022-08-20 12:10:03.843;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-82;-7.6;240;LTE;XL;376
2022-08-20 12:10:03.843;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-77;-7.1;240;LTE;XL;1325
2022-08-20 12:10:03.850;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-75;-6;240;LTE;XL;376
2022-08-20 12:10:03.850;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-81;-7.6;240;LTE;XL;1325
2022-08-20 12:10:03.913;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-86;-5.3;298;LTE;Smartfren;39050
2022-08-20 12:10:03.913;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-81;-4;298;LTE;Smartfren;39194
2022-08-20 12:10:03.952;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00694000;-3.45026500;-74;-8;59;LTE;Telkomsel;1850
2022-08-20 12:10:03.970;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-84;-6.3;298;LTE;Smartfren;39050
2022-08-20 12:10:03.970;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-82;-5;298;LTE;Smartfren;39194
2022-08-20 12:10:04.076;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:10:04.076;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-8;298;LTE;Fren/Hepi;39050
2022-08-20 12:10:04.098;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1513-2469-B.mf;116.00694000;-3.45026500;-93;-10.3;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:04.177;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-94;-7.3;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:10:04.177;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-90;-13.2;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:04.189;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-75;-5.3;240;LTE;XL;376
2022-08-20 12:10:04.189;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-76.3;-8;240;LTE;XL;1325
2022-08-20 12:10:04.370;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1520-9895-A.mf;116.00694000;-3.45026500;-77;-9.6;59;LTE;Telkomsel;1850
2022-08-20 12:10:04.442;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-77;-8.3;240;LTE;XL;1325
2022-08-20 12:10:04.442;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-82;-8;240;LTE;XL;376
2022-08-20 12:10:04.452;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-75;-7;240;LTE;XL;376
2022-08-20 12:10:04.452;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-81;-7;240;LTE;XL;1325
2022-08-20 12:10:04.512;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-81;-4;298;LTE;Smartfren;39194
2022-08-20 12:10:04.512;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-86;-6;298;LTE;Smartfren;39050
2022-08-20 12:10:04.552;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00694000;-3.45026500;-74;-8.6;59;LTE;Telkomsel;1850
2022-08-20 12:10:04.573;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-82;-5;298;LTE;Smartfren;39194
2022-08-20 12:10:04.573;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-84;-7.3;298;LTE;Smartfren;39050
2022-08-20 12:10:04.678;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:10:04.678;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-8.6;298;LTE;Fren/Hepi;39050
2022-08-20 12:10:04.700;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1513-2469-B.mf;116.00694000;-3.45026500;-92.6;-10.6;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:04.779;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-94;-7.3;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:10:04.779;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-90;-13;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:04.790;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-75;-5.3;240;LTE;XL;376
2022-08-20 12:10:04.790;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-76;-7.6;240;LTE;XL;1325
2022-08-20 12:10:04.845;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-77;-8;240;LTE;XL;1325
2022-08-20 12:10:04.845;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-82;-8;240;LTE;XL;376
2022-08-20 12:10:04.973;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1520-9895-A.mf;116.00694000;-3.45026500;-77;-9.6;59;LTE;Telkomsel;1850
2022-08-20 12:10:05.054;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-75;-8;240;LTE;XL;376
2022-08-20 12:10:05.054;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-81;-7;240;LTE;XL;1325
2022-08-20 12:10:05.113;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-81;-4;298;LTE;Smartfren;39194
2022-08-20 12:10:05.113;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-86;-6;298;LTE;Smartfren;39050
2022-08-20 12:10:05.153;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00694000;-3.45026500;-74;-8.6;59;LTE;Telkomsel;1850
2022-08-20 12:10:05.175;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-84;-7;298;LTE;Smartfren;39050
2022-08-20 12:10:05.175;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-82;-6;298;LTE;Smartfren;39194
2022-08-20 12:10:05.280;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-88.3;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:10:05.280;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-8;298;LTE;Fren/Hepi;39050
2022-08-20 12:10:05.299;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1513-2469-B.mf;116.00694000;-3.45026500;-92;-8.9;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:05.373;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1520-9895-A.mf;116.00694000;-3.45026500;-105;-10;325;LTE;Telkomsel;250
2022-08-20 12:10:05.381;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-90;-9.3;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:05.381;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-94;-7.3;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:10:05.392;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-75;-5.6;240;LTE;XL;376
2022-08-20 12:10:05.392;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-77;-8.2;240;LTE;XL;1325
2022-08-20 12:10:05.444;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-82;-8;240;LTE;XL;376
2022-08-20 12:10:05.444;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-77;-7.8;240;LTE;XL;1325
2022-08-20 12:10:05.656;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-75;-7.6;240;LTE;XL;376
2022-08-20 12:10:05.656;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-81;-6;240;LTE;XL;1325
2022-08-20 12:10:05.714;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-81;-4;298;LTE;Smartfren;39194
2022-08-20 12:10:05.714;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-86;-5.3;298;LTE;Smartfren;39050
2022-08-20 12:10:05.755;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00694000;-3.45026500;-74;-8.6;59;LTE;Telkomsel;1850
2022-08-20 12:10:05.774;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1520-9895-A.mf;116.00694000;-3.45026500;-105.6;-10;325;LTE;Telkomsel;250
2022-08-20 12:10:05.774;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-84;-7.9;298;LTE;Smartfren;39050
2022-08-20 12:10:05.774;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-82;-6;298;LTE;Smartfren;39194
2022-08-20 12:10:05.882;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-9;298;LTE;Fren/Hepi;39050
2022-08-20 12:10:05.882;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-89;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:10:05.900;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1513-2469-B.mf;116.00694000;-3.45026500;-92;-9.2;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:05.984;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-94.6;-9.9;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:10:05.984;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-90;-14;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:05.993;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-77;-6.3;240;LTE;XL;1325
2022-08-20 12:10:05.993;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-75;-6.3;240;LTE;XL;376
2022-08-20 12:10:06.045;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-77;-6.6;240;LTE;XL;1325
2022-08-20 12:10:06.045;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-82;-8;240;LTE;XL;376
2022-08-20 12:10:06.057;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-80.5;-7.5;240;LTE;XL;1325
2022-08-20 12:10:06.057;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-75;-7;240;LTE;XL;376
2022-08-20 12:10:06.283;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-88.5;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:10:06.283;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-8;298;LTE;Fren/Hepi;39050
2022-08-20 12:10:06.315;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-86;-5.9;298;LTE;Smartfren;39050
2022-08-20 12:10:06.315;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-81;-4;298;LTE;Smartfren;39194
2022-08-20 12:10:06.356;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00694000;-3.45026500;-74;-8.6;59;LTE;Telkomsel;1850
2022-08-20 12:10:06.375;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-84;-5.3;298;LTE;Smartfren;39050
2022-08-20 12:10:06.375;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-82;-6;298;LTE;Smartfren;39194
2022-08-20 12:10:06.375;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1520-9895-A.mf;116.00694000;-3.45026500;-106.6;-10.3;325;LTE;Telkomsel;250
2022-08-20 12:10:06.500;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1513-2469-B.mf;116.00694000;-3.45026500;-92;-9.9;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:06.586;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-95;-10.6;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:10:06.586;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-90;-10.5;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:06.594;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-76.3;-6.3;240;LTE;XL;1325
2022-08-20 12:10:06.594;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-75;-6.3;240;LTE;XL;376
2022-08-20 12:10:06.649;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-77;-6.6;240;LTE;XL;1325
2022-08-20 12:10:06.649;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-82;-7.3;240;LTE;XL;376
2022-08-20 12:10:06.658;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-80.3;-6;240;LTE;XL;1325
2022-08-20 12:10:06.658;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-75;-7.3;240;LTE;XL;376
2022-08-20 12:10:06.886;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87.3;-8;298;LTE;Fren/Hepi;39050
2022-08-20 12:10:06.886;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-88;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:10:06.917;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-81;-4;298;LTE;Smartfren;39194
2022-08-20 12:10:06.917;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-86;-5.3;298;LTE;Smartfren;39050
2022-08-20 12:10:06.957;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00694000;-3.45026500;-74;-8;59;LTE;Telkomsel;1850
2022-08-20 12:10:06.975;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1520-9895-A.mf;116.00694000;-3.45026500;-108;-10.3;325;LTE;Telkomsel;250
2022-08-20 12:10:06.976;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-82;-6;298;LTE;Smartfren;39194
2022-08-20 12:10:06.976;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-84;-6;298;LTE;Smartfren;39050
2022-08-20 12:10:06.987;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-90;-9;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:06.987;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-94.5;-10.9;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:10:07.099;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1513-2469-B.mf;116.00694000;-3.45026500;-92;-7.2;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:07.195;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-75;-5.6;240;LTE;XL;376
2022-08-20 12:10:07.195;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-77;-6;240;LTE;XL;1325
2022-08-20 12:10:07.247;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-82;-7.6;240;LTE;XL;376
2022-08-20 12:10:07.247;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-77;-6.6;240;LTE;XL;1325
2022-08-20 12:10:07.269;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-75;-8;240;LTE;XL;376
2022-08-20 12:10:07.269;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-80.6;-7.6;240;LTE;XL;1325
2022-08-20 12:10:07.488;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-88;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:10:07.488;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-8.9;298;LTE;Fren/Hepi;39050
2022-08-20 12:10:07.518;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-86.3;-6.8;298;LTE;Smartfren;39050
2022-08-20 12:10:07.518;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-81;-4;298;LTE;Smartfren;39194
2022-08-20 12:10:07.558;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00694000;-3.45026500;-74;-7.6;59;LTE;Telkomsel;1850
2022-08-20 12:10:07.576;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-84;-7;298;LTE;Smartfren;39050
2022-08-20 12:10:07.576;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-81;-6;298;LTE;Smartfren;39194
2022-08-20 12:10:07.577;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1520-9895-A.mf;116.00694000;-3.45026500;-107.9;-13;325;LTE;Telkomsel;250
2022-08-20 12:10:07.588;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-91;-9.9;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:07.588;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00694000;-3.45026500;-95;-9.2;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:10:07.701;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1513-2469-B.mf;116.00694000;-3.45026500;-92;-8.8;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:10:07.796;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-75.3;-5;240;LTE;XL;376
2022-08-20 12:10:07.796;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-A.mf;116.00694000;-3.45026500;-77.3;-8;240;LTE;XL;1325
2022-08-20 12:10:07.847;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-77;-8;240;LTE;XL;1325
2022-08-20 12:10:07.847;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1523-9348-B.mf;116.00694000;-3.45026500;-82;-7.6;240;LTE;XL;376
2022-08-20 12:10:07.872;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-80.6;-7.3;240;LTE;XL;1325
2022-08-20 12:10:07.872;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00694000;-3.45026500;-75;-8;240;LTE;XL;376
2022-08-20 12:10:07.977;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-84;-6.6;298;LTE;Smartfren;39050
2022-08-20 12:10:07.977;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-A.mf;116.00694000;-3.45026500;-81;-6;298;LTE;Smartfren;39194
2022-08-20 12:10:07.978;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1520-9895-A.mf;116.00694000;-3.45026500;-106.3;-12.6;325;LTE;Telkomsel;250
2022-08-20 12:10:08.090;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-87;-8;298;LTE;Fren/Hepi;39050
2022-08-20 12:10:08.090;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00694000;-3.45026500;-88;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:10:08.120;BP3_ST_05_VOICE DE ON NET;2022-08-20-12-08-58-3151-1402-1515-7748-B.mf;116.00694000;-3.45026500;-86;-6;298;LTE;Smartfren;39050
